검색어,기업명,기업형태,지역,업종,자본금,매출액,대표자,설립일
케이앤더블유,케이앤더블유,중소기업,대전 유성구,포장용 플라스틱 성형용기 제조업,-,-,-,-
케이앤더블유,케이더블유에프앤비,중소기업,충남 천안시,육류 가공식품 도매업,-,-,-,-
성현토건,성현토건,중소기업,서울 송파구,단독 주택 건설업,-,-,-,-
케이비건설기계,케이비건설기계,중소기업,경기 용인시,정비·A/S·카센터,-,-,-,-
제이알,제이알,중소기업,서울 강남구,학원·어학원·교육원,-,-,-,-
제이알,제이알,중소기업,경기 광주시,생활용 가구 도매업,-,-,-,-
제이알,제이알,중소기업,충남 보령시,호텔·여행·항공,-,-,-,-
제이알,제이알,중소기업,경기 성남시,그 외 기타 분류 안된 운송 관련 서비스업,-,-,-,-
제이알,제이알,중소기업,경기 성남시,응용 소프트웨어 개발 및 공급업,-,-,-,-
제이알,제이알,중소기업,서울 중구,생활용품·소비재·기타,-,-,-,-
제이알,제이알,-,-,-,-,-,-,-
제이알,제이알,중소기업,서울 서초구,방송·케이블·프로덕션,-,-,-,-
제이알,제이알,중소기업,경기 평택시,그 외 자동차용 신품 부품 제조업,-,-,-,-
제이알,제이알,중소기업,서울 서초구,의료(병원분류별),-,-,-,-
제이디글로텍,제이디글로텍,중소기업,서울 금천구,섬유·의류·패션,-,-,-,-
태성콘텍,태성콘텍,중소기업,경북 경산시,그 외 기타 콘크리트 제품 및 유사제품 제조업,-,-,-,-
공감아이앤씨,공감아이앤씨,중소기업,서울 강서구,기타 교육지원 서비스업,-,-,-,-
파토스,파토스,중소기업,서울 구로구,응용 소프트웨어 개발 및 공급업,-,-,-,-
파토스,㈜파낙토스,중소기업,서울 송파구,그 외 기타 의료용 기기 제조업,-,-,-,-
파토스,파토스,중소기업,경기 파주시,배관 및 냉ㆍ난방 공사업,-,-,-,-
파토스,㈜파낙토스비티,중소기업,서울 송파구,제약·보건·바이오,-,-,-,-
파토스,파토스,-,-,-,-,-,-,-
파토스,파낙토스통합뇌센터,-,-,-,-,-,-,-
파토스,파낙토스통합두늬심리센터,-,-,-,-,-,-,-
파토스,파낙토스통합뇌센터(IBC),중소기업,서울 강서구,교육관련 자문 및 평가업,-,-,-,-
삼미상사(주)북인천주유소,-,-,-,-,-,-,-,-
퍼퓸그라피,퍼퓸그라피,중소기업,서울 종로구,"화장품, 비누 및 방향제 소매업",-,-,-,-
베스트토요타일산서비스,-,-,-,-,-,-,-,-
나날에스엠아이,나날에스엠아이,중소기업,대전 유성구,솔루션·SI·CRM·ERP,-,-,-,-
바른파트너2016,-,-,-,-,-,-,-,-
대동이엔지,대동이엔지,중소기업,경기 파주시,건설 및 채광용 기계장비 제조업,-,-,-,-
대동이엔지,대동이엔지,중소기업,충북 진천군,"금속 문, 창, 셔터 및 관련제품 제조업",-,-,-,-
대동이엔지,대동이엔지,-,-,-,-,-,-,-
경석종합건설,경석종합건설,중소기업,서울 종로구,건설·시공·토목·조경,-,-,-,-
광영학원,-,-,-,-,-,-,-,-
엔피축산몰,-,-,-,-,-,-,-,-
협신산업,협신산업,중소기업,경북 경주시,변압기 제조업,-,-,-,-
협신산업,상협산업㈜,중소기업,대구 달성군,화학·에너지·환경,-,-,-,-
협신산업,㈔부산지방정관일반산업단지 입주기업협,비영리단체·교육재단,부산 기장군,협회·단체,-,-,-,-
협신산업,협신산업,중소기업,경기 시흥시,볼트 및 너트류 제조업,-,-,-,-
협신산업,협신산업,중소기업,서울 송파구,비주거용 건물 임대업,-,-,-,-
화일정공,화일정공,중소기업,경기 시흥시,도장 및 기타 피막처리업,-,-,-,-
화일정공,화일정공,중소기업,인천 부평구,전기·전자·제어,-,-,-,-
모아에이엔씨,모아이앤씨,중소기업,경기 파주시,태양력 발전업,3억원(2023.12.31),69억 3백만원(2023.12.31),강은주,2018.01.25(8년차)
모아에이엔씨,모아이엔씨,중소기업,서울특별시 마포구,주거용 건물 개발 및 공급업,-,-,-,-
모아에이엔씨,모아이엔씨,중소기업,경기 김포시,건설·시공·토목·조경,-,-,-,-
모아에이엔씨,이앤모아이앤씨,중소기업,대전 중구,소방시설 공사업,-,-,-,-
상명엔지니어링,㈜상명무역엔지니어링,중소기업,부산 남구,상품 종합 도매업,-,-,-,-
상명엔지니어링,상명엔지니어링,-,-,-,-,-,-,-
합동경동택배,-,-,-,-,-,-,-,-
양평의료재단,-,-,-,-,-,-,-,-
유니크스튜디오,유니크스튜디오,중소기업,서울 동대문구,방송·케이블·프로덕션,-,-,-,-
유니크스튜디오,유니크스튜디오,중소기업,서울 마포구,"영화, 비디오물 및 방송프로그램 배급업",-,-,-,-
태경코엠,태경코엠,중소기업,충남 공주시,화학·에너지·환경,-,-,-,-
태경코엠,㈜태경엠텍,중소기업,경기 광명시,네트워크·통신서비스,-,-,-,-
태경코엠,태경씨엠종합건설㈜,중소기업,서울 도봉구,건설·시공·토목·조경,-,-,-,-
태경코엠,태경씨엠엔지니어링(주),중소기업,서울 관악구,그 외 기타 분류 안된 사업지원 서비스업,-,-,-,-
케이디팜,케이디팜,중소기업,경기 시흥시,의약품 도매업,-,-,-,-
문연전기,-,-,-,-,-,-,-,-
코썸사이언스,코썸사이언스,벤처기업,인천 부평구,반도체·디스플레이·광학,-,-,-,-
와토솔루션,와토솔루션,중소기업,경기 수원시,컴퓨터시스템 통합 자문 및 구축 서비스업,-,-,-,-
성진테크,성진테크,중소기업,경기 부천시,반도체 제조용 기계 제조업,-,-,-,-
성진테크,성진테크,중소기업,경남 김해시,차체 및 특장차 제조업,-,-,-,-
성진테크,성진테크,중소기업,경남 창원시,자동차·조선·철강·항공,-,-,-,-
성진테크,㈜성진엠테크,중소기업,경기 안산시,자동차·조선·철강·항공,-,-,-,-
성진테크,성진테크,중소기업,경기 화성시,차체 및 특장차 제조업,-,-,-,-
성진테크,성진테크,중소기업,충북 충주시,금속·재료·자재,-,-,-,-
성진테크,성진이테크,중소기업,전북 전주시,환경설비 건설업,-,-,-,-
성진테크,㈜성진홈테크,중소기업,서울 용산구,유리 및 창호 도매업,-,-,-,-
성진테크,㈜성진에어테크,중소기업,경기 시흥시,기기용 자동측정 및 제어장치 제조업,-,-,-,-
성진테크,㈜성진이노텍,중소기업,경기 화성시,화학·에너지·환경,-,-,-,-
우진씨엔지,㈜우진이엔씨,중소기업,경기 화성시,그 외 기타 건축 마무리 공사업,-,-,-,-
우진씨엔지,우진이엔씨,중소기업,인천 남동구,건축·설비·환경,-,-,-,-
우진씨엔지,우진이엔씨,중소기업,경기 시흥시,토목시설물 건설업,-,-,-,-
우진씨엔지,우진이앤씨,중소기업,충북 청주시,일반전기 공사업,-,-,-,-
우진씨엔지,㈜우진이앤씨(WOO JIN E&C),중소기업,경기 수원시,건설·시공·토목·조경,-,-,-,-
헌팅에스앤디,헌팅에스앤디,중소기업,경기 파주시,시설물 유지관리 공사업,-,-,-,-
코리아세븐익산영등점,-,-,-,-,-,-,-,-
한음이엔지,-,-,-,-,-,-,-,-
다우실란트산업,다우실란트산업,-,-,-,-,-,-,-
코베아,코베아,중소기업,인천 계양구,생활용품·소비재·기타,-,-,-,-
코베아,코베아,중소기업,인천 미추홀구,운동 및 경기용품 도매업,-,-,-,-
코베아,코베아,중소기업,서울 강남구,기타 인문 및 사회과학 연구개발업,-,-,-,-
코베아,코베아,-,-,-,-,-,-,-
코베아,코베아,중소기업,경기 안양시,운동 및 경기용품 소매업,-,-,-,-
코베아,코베아,중소기업,강원 원주시,운동 및 경기용품 소매업,-,-,-,-
코베아,코베아,중소기업,경북 구미시,상품 종합 중개업,-,-,-,-
웨이브쓰리디,㈜쓰리웨이브,중소기업,서울 강서구,쇼핑몰·오픈마켓·소셜커머스,-,-,-,-
웨이브쓰리디,쓰리알웨이브㈜,중소기업,서울 금천구,그 외 기타 전자부품 제조업,-,-,-,-
웨이브쓰리디,웨이브쓰리디,중소기업,전남 담양군,방송장비 제조업,-,-,-,-
인곡산업,-,-,-,-,-,-,-,-
소나기크리에이티브,소나기크리에이티브,중소기업,부산 해운대구,시각 디자인업,-,-,-,-
삼송종합건설,삼송종합건설,중소기업,서울 용산구,배관 및 냉ㆍ난방 공사업,-,-,-,-
헤디,-,-,-,-,-,-,-,-
죽향콩영농조합법인,-,-,-,-,-,-,-,-
메디포럼,메디포럼,중소기업,서울 성동구,의약품 도매업,-,-,-,-
메디포럼,메디포럼,벤처기업,서울 성동구,제약·보건·바이오,-,-,-,-
아이쓰리디디자인,-,-,-,-,-,-,-,-
한자태양광,-,-,-,-,-,-,-,-
동서에코글로벌,동서에코글로벌,-,-,-,-,-,-,-
모노앤밀키코리아,모노앤밀키코리아,중소기업,서울 성동구,남녀용 겉옷 및 셔츠 도매업,-,-,-,-
임오,임오,중소기업,서울 마포구,백화점·유통·도소매,-,-,-,-
임오,임오,중소기업,서울 금천구,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,-,-,-,-
임오,임오,중소기업,서울 중구,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,-,-,-,-
임오,임오,중소기업,서울 마포구,시설관리·보안·경비,-,-,-,-
임오,㈜진도,중소기업,서울 금천구,기타 전문 도매업,-,-,-,-
임오,㈜화인센스,중소기업,서울 마포구,가정용 비전기식 조리 및 난방 기구 제조업,-,-,-,-
임오,㈜진산,중소기업,서울 금천구,시계 및 귀금속제품 도매업,-,-,-,-
어반피아,어반피아,중소기업,서울 송파구,건물 및 토목 엔지니어링 서비스업,-,-,-,-
휴앤아이,휴앤아이,중소기업,경기 파주시,목재·제지·가구,-,-,-,-
동궁건설,동궁종합건설,중소기업,서울 강남구,비주거용 건물 임대업,-,-,-,-
삼일피엔에프,-,-,-,-,-,-,-,-
브랜드라인,㈜브랜드웍스코리아,대기업 계열사·자회사,서울 용산구,백화점·유통·도소매,-,-,-,-
브랜드라인,㈜에스엠브랜드마케팅,대기업,서울 강남구,음반 및 비디오물 도매업,-,-,-,-
브랜드라인,㈜브랜드인덱스,중소기업,서울 강남구,섬유·의류·패션,-,-,-,-
브랜드라인,㈜브랜드501,중소기업,서울 성동구,생활화학·화장품,-,-,-,-
브랜드라인,인터브랜드,중소기업,서울 강남구,컨설팅·연구·조사,-,-,-,-
브랜드라인,㈜와이뉴브랜드(Y New Brand Inc.),중소기업,서울 강남구,광고 대행업,-,-,-,-
브랜드라인,㈜브랜드업애드,중소기업,서울 강남구,신발 도매업,-,-,-,-
브랜드라인,한국프리미엄브랜드진흥원㈜,중소기업,서울 강남구,광고 대행업,-,-,-,-
브랜드라인,스톤브랜드커뮤니케션즈(유),중소기업,서울 강남구,컨설팅·연구·조사,-,-,-,-
브랜드라인,(주)브랜드스톰마케팅앤커뮤니케이션그룹,중소기업,서울 강남구,광고·홍보·전시,-,-,-,-
피아노버스,-,-,-,-,-,-,-,-
지엔에프탑,지엔에프탑,중소기업,서울 동대문구,그 외 기타 분류 안된 섬유제품 제조업,-,-,-,-
다맥,다맥,중소기업,경기 화성시,그 외 기타 전자부품 제조업,-,-,-,-
다맥,다맥,중소기업,경기 안산시,그 외 기타 전자부품 제조업,-,-,-,-
성준정기,-,-,-,-,-,-,-,-
다온산업,다온산업,중소기업,울산 동구,그 외 기타 1차 철강 제조업,-,-,-,-
다온산업,다온산업,중소기업,전남 영암군,선박 구성 부분품 제조업,-,-,-,-
다온산업,다온산업,중소기업,경기 이천시,건물 및 구축물 해체 공사업,-,-,-,-
다온산업,다온산업,중소기업,대구 달서구,물류·운송·배송,-,-,-,-
다온산업,다온산업,중소기업,경기 여주시,절삭가공 및 유사처리업,-,-,-,-
다온산업,다온산업,중소기업,경남 양산시,1차 금속제품 도매업,-,-,-,-
다온산업,㈜다온크린산업,중소기업,경기 이천시,산업용 세탁업,-,-,-,-
다온산업,다온산업,-,-,-,-,-,-,-
다온산업,다온산업,중소기업,경기 안산시,기타 부동산 개발 및 공급업,-,-,-,-
다온산업,다온산업,-,-,-,-,-,-,-
맛조이코리아,맛조이코리아,중소기업,서울 중구,여행사업,-,-,-,-
이지산업개발,이지산업개발,중소기업,경기 안양시,인테리어·자재,-,-,-,-
이지산업개발,이지산업개발,중소기업,광주 동구,부동산 중개 및 대리업,-,-,-,-
나인시스템,나인시스템,중소기업,대구 서구,컴퓨터·하드웨어·장비,-,-,-,-
나인시스템,나지시스템,-,-,-,-,-,-,-
나인시스템,나인시스템,중소기업,경기 고양시,전자상거래 소매 중개업,-,-,-,-
나인시스템,나인공조시스템,중소기업,경기 김포시,생활용품·소비재·기타,-,-,-,-
나인시스템,퍼시픽시스템인터내쇼날,-,-,-,-,-,-,-
세븐일레븐김해활천점,-,-,-,-,-,-,-,-
오드펠터미널코리아,오드펠터미널코리아,중견기업,울산광역시 울주군,위험물품 보관업,-,-,-,-
권진건설,-,-,-,-,-,-,-,-
대경티엘에스,대경티엘에스,중소기업,경기 안산시,물류·운송·배송,-,-,-,-
아이낸스,아이낸스,중소기업,서울 영등포구,솔루션·SI·CRM·ERP,-,-,-,-
청우식품춘천영업소,청우식품춘천영업소,중견기업,강원 춘천시,백화점·유통·도소매,-,-,-,-
신우,신우,중소기업,서울 강남구,화장품 제조업,-,-,-,-
신우,신우,중소기업,서울 영등포구,상용 인력 공급 및 인사관리 서비스업,-,-,-,-
신우,신우,중소기업,경기 수원시,생활용품·소비재·기타,-,-,-,-
신우,신우,중견기업,경기 수원시,상용 인력 공급 및 인사관리 서비스업,-,-,-,-
신우,신우,중소기업,경기 의왕시,생활화학·화장품,-,-,-,-
신우,신우,중소기업,경기 안성시,반도체 제조용 기계 제조업,-,-,-,-
신우,신우,중소기업,경기 평택시,임시 및 일용 인력 공급업,-,-,-,-
신우,신우,중소기업,경기 김포시,기계·기계설비,-,-,-,-
신우,신우,중소기업,경기 성남시,건물 및 토목 엔지니어링 서비스업,-,-,-,-
신우,신우,중견기업,서울 강남구,회계·세무·법무,-,-,-,-
인핸드플러스,-,-,-,-,-,-,-,-
팁탑,팁탑,중소기업,경기 군포시,분말 야금제품 제조업,-,-,-,-
팁탑,팁탑,중소기업,서울 은평구,학원·어학원·교육원,-,-,-,-
다움디앤씨,다움디앤씨,중소기업,서울 송파구,건설·시공·토목·조경,-,-,-,-
우진,우진,중견기업,충북 보은군,기계·기계설비,-,-,-,-
우진,우진,중소기업,경기 시흥시,기계·기계설비,-,-,-,-
우진,우진,중견기업,경기 평택시,산업처리공정 제어장비 제조업,-,-,-,-
우진,우진,중견기업,경기 안산시,자동차 엔진용 신품 부품 제조업,-,-,-,-
우진,우진,중소기업,경기 화성시,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",-,-,-,-
우진,우진,중견기업,서울 강남구,도시철도 운송업,-,-,-,-
우진,우진,중견기업,서울 서초구,건물용 기계.장비 설치 공사업,-,-,-,-
우진,우진,중소기업,서울 강서구,물류·운송·배송,-,-,-,-
우진,우진,중소기업,서울 성동구,유아용 의복 제조업,-,-,-,-
우진,우진,중소기업,경기 남양주시,물류·운송·배송,-,-,-,-
제이에스코리아,제이에스코리아,중소기업,경기 김포시,무역·상사,-,-,-,-
제이에스코리아,제이에스코리아,중소기업,서울 용산구,"광고물 문안, 도안, 설계 등 작성업",-,-,-,-
제이에스코리아,제이에스코리아,중소기업,대전광역시 대덕구,전자 응용 절삭기계 제조업,-,-,-,-
제이에스코리아,제이에스코리아,중소기업,경기 파주시,컴퓨터·하드웨어·장비,-,-,-,-
제이에스코리아,제이에스코리아,중소기업,전남 완도군,수산식물 가공 및 저장 처리업,-,-,-,-
제이에스코리아,제이에스코리아,중소기업,전북 전주시,건축물 일반 청소업,-,-,-,-
제이에스코리아,제이에스코리아,중소기업,경기 안성시,그 외 자동차용 신품 부품 제조업,-,-,-,-
제이에스코리아,제이에스코리아,중소기업,서울 양천구,건설·시공·토목·조경,-,-,-,-
제이에스코리아,제이에스코리아,중소기업,경기 포천시,섬유·의류·패션,-,-,-,-
제이에스코리아,제이에스코리아,-,-,-,-,-,-,-
강화한돈영농조합법인,-,-,-,-,-,-,-,-
라이트제림,-,-,-,-,-,-,-,-
태광산업,태광산업,중견기업,서울 중구,합성섬유 제조업,-,-,-,-
태광산업,태광산업,대기업,부산 해운대구,섬유·의류·패션,-,-,-,-
태광산업,태광산업,중소기업,경기 안산시,그 외 자동차용 신품 부품 제조업,-,-,-,-
태광산업,태광산업,중소기업,경기 양주시,구조용 금속 판제품 및 공작물 제조업,-,-,-,-
태광산업,태광산업,중소기업,경기 안성시,목재·제지·가구,-,-,-,-
태광산업,태광산업,중소기업,전북 군산시,건축·설비·환경,-,-,-,-
태광산업,태광산업,대기업,울산 남구,섬유·의류·패션,-,-,-,-
태광산업,태광산업,중소기업,경기 용인시,비주거용 건물 개발 및 공급업,-,-,-,-
태광산업,태광산업,중소기업,경기 수원시,포장 공사업,-,-,-,-
태광산업,태광산업,-,-,-,-,-,-,-
은진페이퍼,-,-,-,-,-,-,-,-
한양제작소,-,-,-,-,-,-,-,-
성지종합건설,㈜성지우종합건설,중소기업,서울 강남구,건설·시공·토목·조경,5억 2만원,85억4600만원,염은숙,2003.10.31(23년차)
성지종합건설,성지종합건설,중소기업,경기 시흥시,건축·설비·환경,-,-,-,-
성지종합건설,성지종합건설,중소기업,강원 강릉시,기타 토목시설물 건설업,-,-,-,-
성지종합건설,성지종합건설,중소기업,경북 경산시,기타 토목시설물 건설업,-,-,-,-
티티씨에듀,티티씨에듀,벤처기업,서울 성동구,학원·어학원·교육원,-,-,-,-
미오이너아트,미오이너아트,중소기업,전남 화순군,"도배, 실내장식 및 내장 목공사업",-,-,-,-
주택관리공단,주택관리공단,국내 공공기관·공기업,경남 진주시,건설·시공·토목·조경,-,-,-,-
주택관리공단,주택관리공단,국내 공공기관·공기업,경기 화성시,시설관리·보안·경비,-,-,-,-
주택관리공단,주택관리공단,국내 공공기관·공기업,충북 청주시,시설관리·보안·경비,-,-,-,-
주택관리공단,한국주택관리㈜,중견기업,서울 송파구,콜센터·아웃소싱·기타,-,-,-,-
주택관리공단,충남주택관리,중소기업,충청남도 천안시,시설관리·보안·경비,-,-,-,-
주택관리공단,㈜푸른종합주택관리,중소기업,경기 부천시,시설관리·보안·경비,-,-,-,-
주택관리공단,대한주택관리,중소기업,경기 광명시,시설관리·보안·경비,-,-,-,-
주택관리공단,주택관리공단,국내 공공기관·공기업,대전 서구,공기업·공공기관,-,-,-,-
주택관리공단,신한영주택관리㈜,중소기업,인천 미추홀구,주거용 부동산 관리업,-,-,-,-
주택관리공단,유일주택건설관리,중소기업,전남 광양시,비주거용 부동산 관리업,-,-,-,-
엠택코리아,엠택코리아,중소기업,인천 남동구,절삭가공 및 유사처리업,-,-,-,-
유빅스코리아,-,-,-,-,-,-,-,-
지비소프트,-,-,-,-,-,-,-,-
이블루,블루오렌지커뮤니케이션즈,중소기업,서울 서초구,광고 대행업,-,-,-,-
이블루,블루라군 수영장,중소기업,서울 양천구,스포츠·여가·레저,-,-,-,-
이블루,주식회사 블루이엔지,중소기업,경기 안양시,반도체·디스플레이·광학,-,-,-,-
이블루,블루라군 수영장,중소기업,서울 양천구,스포츠·여가·레저,-,-,-,-
이블루,㈜블루라군수영장,중소기업,인천 연수구,종합 스포츠시설 운영업,-,-,-,-
이블루,㈜블루인마케팅서비스,중소기업,서울 서초구,광고·홍보·전시,-,-,-,-
이블루,블루엔이㈜,중소기업,충북 청주시,건설·시공·토목·조경,-,-,-,-
이블루,이블루,중소기업,경남 김해시,윤활유 및 그리스 제조업,-,-,-,-
이블루,블루라군,중소기업,서울 성동구,스포츠·여가·레저,-,-,-,-
이블루,블루라군,중소기업,인천 서구,스포츠·여가·레저,-,-,-,-
안리쓰코퍼레이션,안리쓰코퍼레이션,중소기업,경기 과천시,통신.방송장비 및 부품 도매업,-,-,-,-
금오아이엠티,금오아이엠티,중소기업,경기 시흥시,농업 및 임업용 기계 제조업,-,-,-,-
버시스,-,-,-,-,-,-,-,-
한국릴리,-,-,-,-,-,-,-,-
동시테크,동시테크,중소기업,서울 강서구,솔루션·SI·CRM·ERP,-,-,-,-
에스아이에스,에스아이에스,중소기업,울산 울주군,산업처리공정 제어장비 제조업,-,-,-,-
에스아이에스,에스아이에스,중소기업,전남 광양시,컴퓨터 프로그래밍 서비스업,-,-,-,-
에스아이에스,에스아이에스,중소기업,서울 송파구,"문구용품, 회화용품, 사무용품.. 도매업",-,-,-,-
에스아이에스,에스아이에스,중소기업,서울 중구,섬유·의류·패션,-,-,-,-
에스아이에스,에스아이에스,중소기업,부산 동구,선박 구성 부분품 제조업,-,-,-,-
에스아이에스,에스아이에스,중소기업,경기 성남시,기타 교육지원 서비스업,-,-,-,-
에스아이에스,에스아이에스,중소기업,서울 용산구,"컴퓨터 및 주변장치, 소프트웨어 도매업",-,-,-,-
에스아이에스,에스아이에스,중소기업,서울 강남구,경영 컨설팅업,-,-,-,-
에스아이에스,에스아이에스,중소기업,서울 서초구,손해 보험업,-,-,-,-
에스아이에스,에스아이에스,-,-,-,-,-,-,-
아토디자인,아토디자인,-,-,-,-,-,-,-
아토디자인,아토디자인,-,-,-,-,-,-,-
아토디자인,디자인아토,중소기업,울산 남구,가구 소매업,-,-,-,-
아토디자인,디자인아토,-,-,-,-,-,-,-
아토디자인,디자인아토,중소기업,인천 동구,건축·설비·환경,-,-,-,-
해양트레이딩,해양경찰청,국내 공공기관·공기업,인천 연수구,공기업·공공기관,-,-,-,-
해양트레이딩,에이치디한국조선해양㈜,대기업,서울 종로구,지주회사,-,-,-,-
해양트레이딩,해양환경공단,공공기관,서울 송파구,기타 환경 정화 및 복원업,-,-,-,-
해양트레이딩,대한해운㈜,대기업,서울 강서구,외항 화물 운송업,"1,606억 4백만원(2024.12.31)","8,566억 2천만원(2024.12.31)",한수한,1968.12.12(58년차)
해양트레이딩,흥아해운㈜,중견기업,서울 중구,물류·운송·배송,-,-,-,-
해양트레이딩,현대엘엔지해운,중견기업,서울 중구,외항 화물 운송업,-,-,-,-
해양트레이딩,남성해운㈜,중견기업,서울 중구,외항 화물 운송업,-,-,-,-
해양트레이딩,천경해운㈜,중견기업,서울 중구,외항 화물 운송업,-,-,-,-
해양트레이딩,㈜현대해운,중소기업,서울특별시 종로구,"화물운송 중개, 대리 및 관련 서비스업",-,-,-,-
해양트레이딩,한국해양수산개발원,공공기관,부산 영도구,기타 자연과학 연구개발업,-,-,-,-
볼팅마스타,-,-,-,-,-,-,-,-
티에스관리산업,티에스관리산업,중소기업,대전 서구,콜센터·아웃소싱·기타,-,-,-,-
아텍스,아텍스,중소기업,경기 파주시,의료용품 및 기타 의약 관련제품 제조업,-,-,-,-
아텍스,아텍스,중소기업,서울 강남구,남녀용 겉옷 및 셔츠 도매업,-,-,-,-
아텍스,아텍스,중소기업,서울 마포구,상품 종합 도매업,-,-,-,-
아텍스,아텍스,중소기업,경기 평택시,스포츠·여가·레저,-,-,-,-
아텍스,㈜아이제이텍스,중소기업,경기 화성시,섬유·의류·패션,-,-,-,-
아텍스,아텍스,중소기업,서울 서초구,한식 일반 음식점업,-,-,-,-
아텍스,아이제이텍스,중소기업,서울 종로구,전자상거래 소매 중개업,-,-,-,-
엠케이종합개발,-,-,-,-,-,-,-,-
한국여성노동자회,-,-,-,-,-,-,-,-
에스씨민이노베이션,㈜에스씨민 이노베이션,중소기업,서울 강남구,무역·상사,-,-,-,-
에스씨민이노베이션,에스씨이노베이션,중소기업,서울 강남구,화장품 및 화장용품 도매업,-,-,-,-
에스씨민이노베이션,에스씨엘이노베이션,중소기업,부산 부산진구,일반 통신 공사업,-,-,-,-
에스씨민이노베이션,CS이노베이션,중소기업,서울 용산구,컴퓨터 및 주변 기기 수리업,-,-,-,-
에스씨민이노베이션,㈜씨에스이노베이션,중소기업,경기 화성시,그 외 기타 금속가공업,-,-,-,-
에스씨민이노베이션,CS이노베이션,중소기업,인천 부평구,그 외 기타 개인 및 가정용품 임대업,-,-,-,-
제이티애드넷,제이티애드넷,중소기업,서울 금천구,광고·홍보·전시,-,-,-,-
화음건설,-,-,-,-,-,-,-,-
에버피아코리아,-,-,-,-,-,-,-,-
서울텔엔지니어링,서울텔엔지니어링,중소기업,서울 강남구,네트워크·통신서비스,-,-,-,-
화석엔지니어링,화석엔지니어링,중소기업,경기 용인시,상품 종합 도매업,-,-,-,-
열린종합건설,-,-,-,-,-,-,-,-
원플랜트기술,원플랜트기술,중소기업,서울 영등포구,기타 엔지니어링 서비스업,-,-,-,-
원플랜트기술,대성플랜트용접학원,중소기업,울산 북구,기타 기술 및 직업훈련학원,-,-,-,-
원광제약,원광제약,중소기업,서울 동작구,한의약품 제조업,-,-,-,-
온딜,온딜,중소기업,서울 용산구,데이터베이스 및 온라인정보 제공업,-,-,-,-
동준건설,-,-,-,-,-,-,-,-
프로레드코리아,프로레드코리아,중소기업,경기 수원시,"물리, 화학 및 생물학 연구개발업",-,-,-,-
트라이코지,㈜쌍방울,중소기업,서울 중구,속옷 및 잠옷 제조업,-,-,-,-
트라이코지,트라이코지,중소기업,서울 영등포구,쇼핑몰·오픈마켓·소셜커머스,-,-,-,-
트라이코지,트라이캠테크놀로지㈜,중소기업,경기 안산시,전기식 진단 및 요법 기기 제조업,-,-,-,-
트라이코지,㈜트라이패스,벤처기업,서울 강남구,쇼핑몰·오픈마켓·소셜커머스,-,-,-,-
트라이코지,㈜트라이콤무역,중소기업,서울 송파구,무역·상사,-,-,-,-
트라이코지,트라이비스,중소기업,경기 안양시,기계·기계설비,-,-,-,-
트라이코지,헬프트라이알,중소기업,서울 구로구,제약·보건·바이오,-,-,-,-
트라이코지,㈜트라이팩,중소기업,경북 구미시,목재·제지·가구,-,-,-,-
트라이코지,㈜트라이폴즈,중소기업,서울 강서구,기타 신발 제조업,-,-,-,-
트라이코지,트라이콤텍㈜,중소기업,서울 강서구,네트워크·통신서비스,-,-,-,-
대도엔지니어링,대도엔지니어링,중소기업,전남 여수시,토목시설물 건설업,-,-,-,-
대도엔지니어링,대도엔지니어링,중소기업,전북 전주시,측량업,-,-,-,-
대도엔지니어링,대도엔지니어링,중소기업,경기 성남시,건축설계 및 관련 서비스업,-,-,-,-
대도엔지니어링,대도엔지니어링,-,-,-,-,-,-,-
대도엔지니어링,대도건설,중소기업,충남 서산시,기타 토목시설물 건설업,-,-,-,-
대도엔지니어링,(유)대도진흥,중소기업,전남 여수시,"미장, 타일 및 방수 공사업",-,-,-,-
보보인터내셔널,-,-,-,-,-,-,-,-
시에이치건설,시에이치건설,중소기업,대구 수성구,기타 비주거용 건물 건설업,-,-,-,-
포휠즈,포휠즈,중소기업,부산 부산진구,시스템 소프트웨어 개발 및 공급업,-,-,-,-
어린이도서연구회,-,-,-,-,-,-,-,-
항진티앤디,항진티앤디,중소기업,서울 서초구,비주거용 건물 임대업,-,-,-,-
엘케이개발,㈜엘케이산업개발,중소기업,경기 부천시,비주거용 건물 개발 및 공급업,-,-,-,-
엘케이개발,엘케이개발,-,-,-,-,-,-,-
홍일건설,홍일건설,-,-,-,-,-,-,-
두리피앤에스,두리피앤에스,중소기업,인천 남동구,일반용 도료 및 관련제품 제조업,-,-,-,-
나라전력,나라전력,중소기업,경기 양주시,건물용 기계.장비 설치 공사업,-,-,-,-
선의의료재단,의료법인 선은의료재단,비영리법인,세종 조치원읍,일반 병원,-,-,-,-
선의의료재단,의료법인 가평의료재단 첨단선병원,중소기업,광주 북구,의료(병원분류별),-,-,-,-
선의의료재단,의료법인가평의료재단 첨단THE선요양병원,비영리단체·교육재단,광주 북구,제약·보건·바이오,-,-,-,-
경일감정평가법인경인지사,-,-,-,-,-,-,-,-
솔브레인에스엘디,솔브레인에스엘디,중견기업,충남 공주시,유기발광 표시장치 제조업,-,-,-,-
삼풍파인켐,-,-,-,-,-,-,-,-
